YMD,REGION_ID,BEGIN_WEATHER,END_WEATHER,WIND_VELOCITY,RAIN_PROBABILITY,HIGH_TEMP,LOW_TEMP,MAX_VALUE,MIN_VALUE,AVG_VALUE,FAULT_COUNT_TOTAL
20150218,6,5,5,2,20,5,12,584549010.000000,478541990.000000,519969551.215278,46
20150219,6,6,5,4,20,4,11,578543030.000000,467052000.000000,504322347.430556,39
20150220,6,4,4,2,80,5,12,583793030.000000,464997010.000000,516676540.694444,37
20150221,6,4,4,4,90,9,11,575911010.000000,466466000.000000,517188640.520833,33
20150222,6,4,4,4,70,7,9,618172970.000000,460121000.000000,537155185.069444,49
20150223,6,4,4,4,60,3,10,632755980.000000,491146000.000000,560079426.666667,40
20150224,6,4,4,4,80,6,11,647682010.000000,487263000.000000,570626108.541667,40
20150225,6,4,2,4,90,7,10,763518980.000000,511981990.000000,648267336.944444,46
20150226,6,4,4,2,60,8,11,832588990.000000,545564030.000000,703218637.013889,62
20150227,6,4,2,2,90,3,7,918088990.000000,585935970.000000,772833687.743056,65
20150228,6,4,4,2,90,4,7,986455020.000000,623950990.000000,822382830.381944,88
20150301,6,5,5,2,30,3,9,871943970.000000,651280030.000000,770923448.090278,79
20150302,6,5,4,4,60,3,12,1065352050.000000,653921020.000000,861209370.659722,70
20150303,6,5,4,2,40,8,13,1096730960.000000,700129030.000000,891734222.847222,64
20150304,6,4,0,4,60,3,7,1145556030.000000,688078000.000000,927598447.500000,74
20150305,6,0,0,4,90,4,6,1155666990.000000,730575010.000000,935955060.312500,59
20150306,6,4,4,4,60,4,9,1169741940.000000,722273010.000000,953608795.000000,60
20150307,6,4,4,4,30,6,10,1090843990.000000,752013980.000000,912380060.798611,65
20150308,6,4,4,4,60,7,11,967104000.000000,715249020.000000,846402519.548611,67
20150309,6,4,4,2,40,5,11,1172578980.000000,702916990.000000,946758233.506944,78
20150310,6,5,5,2,20,2,7,1215437990.000000,769572020.000000,992060328.576389,63
20150311,6,6,5,4,20,3,11,1223982060.000000,799020020.000000,1003659727.326389,82
20150312,6,5,5,4,20,5,16,1189015990.000000,795125980.000000,986697081.458333,58
20150313,6,5,5,4,20,7,20,1159199950.000000,782856020.000000,966775241.111111,70
20150314,6,5,4,4,80,10,15,1096458010.000000,785614010.000000,949439052.048611,81
20150315,6,4,4,4,90,10,13,994966000.000000,765651000.000000,876235181.527778,79
20150316,6,4,4,4,60,11,15,1215344970.000000,727247990.000000,965007688.229167,85
20150317,6,4,4,2,80,12,19,1160188960.000000,779476010.000000,956454594.270833,74
20150318,6,4,4,4,80,15,21,1177406980.000000,748692990.000000,962798321.562500,86
20150319,6,4,4,4,60,10,15,1183213990.000000,782289980.000000,972396270.729167,84
20150320,6,4,4,4,90,10,14,1202130980.000000,762903020.000000,980657666.458333,52
20150321,6,5,5,4,30,10,20,1103083010.000000,784090030.000000,927933286.875000,53
20150322,6,5,5,4,20,12,20,940413020.000000,754966000.000000,840620955.277778,59
20150323,6,5,5,4,30,10,15,1165907960.000000,699812990.000000,948376422.083333,62
20150324,6,6,5,4,20,9,15,1179177000.000000,802416020.000000,984816454.895833,54
20150325,6,5,5,4,20,8,16,1179500980.000000,769848020.000000,984949070.798611,71
20150326,6,5,4,2,70,9,17,1173626950.000000,799612000.000000,980819985.555556,56
20150327,6,4,4,4,80,10,13,1212957030.000000,800432980.000000,991446713.750000,64
20150328,6,5,6,4,30,9,20,1096172970.000000,795747990.000000,932973392.222222,46
20150329,6,5,4,4,60,11,24,960497010.000000,763903990.000000,849450110.555556,66
20150330,6,4,4,2,90,14,17,1166067990.000000,726583980.000000,949173810.763889,56
20150331,6,5,4,4,60,15,27,1138859010.000000,787023010.000000,964132506.546763,58
20150401,6,5,4,4,60,18,26,1141845950.000000,784995000.000000,950027135.520833,65
20150402,6,5,4,2,70,17,31,1116680050.000000,764838010.000000,937125655.694444,76
20150403,6,4,4,4,60,14,16,1142980960.000000,764148010.000000,939122601.219512,42
20150404,6,1,1,4,90,13,19,968791990.000000,737223020.000000,852376303.888889,62
20150405,6,1,1,4,90,14,16,776892030.000000,662752010.000000,717424834.131944,48
20150406,6,4,4,2,90,10,13,1011427980.000000,620088010.000000,842828466.493056,67
20150407,6,4,4,2,80,7,10,1215020020.000000,735450990.000000,979785457.351916,75
20150408,6,5,5,4,20,5,13,1177400020.000000,792286990.000000,971441863.402778,61
20150409,6,5,4,4,60,7,14,1147928960.000000,780528990.000000,963199393.819444,62
20150410,6,5,5,4,30,10,17,1132927000.000000,772255980.000000,943624431.701389,65
20150411,6,6,5,4,10,9,18,1071928960.000000,770687010.000000,909786389.375000,53
20150412,6,5,4,4,60,12,20,933637020.000000,733458010.000000,820173365.486111,66
20150413,6,4,4,3,60,10,14,1111660030.000000,683505000.000000,909759831.006944,66
20150414,6,4,5,3,90,8,14,1205495000.000000,763487000.000000,963481319.965157,73
20150415,6,6,5,2,20,11,23,1108956050.000000,740590030.000000,928378300.731707,68
20150416,6,4,4,4,60,16,23,1117036990.000000,738919010.000000,914489483.993056,56
20150417,6,5,4,2,30,12,20,1110281010.000000,735513980.000000,917867685.034722,63
20150418,6,4,4,4,70,16,26,1043490970.000000,741468990.000000,881237366.111111,48
20150419,6,4,1,4,90,18,25,911288020.000000,713479980.000000,805964929.930314,42
20150420,6,4,4,2,60,12,16,1134308960.000000,670830020.000000,904563124.965278,54
20150421,6,5,5,4,10,10,20,1106860960.000000,740560970.000000,918530193.750000,51
20150422,6,5,5,4,10,11,25,1103989990.000000,744789000.000000,919622156.979167,58
20150423,6,5,5,4,10,14,25,1100521970.000000,739690000.000000,900266744.027778,90
20150424,6,5,5,4,20,16,23,1073517940.000000,716452030.000000,891683515.763889,52
20150425,6,5,5,4,10,14,26,1030053960.000000,722057980.000000,868993624.166667,86
20150426,6,5,5,4,10,17,27,935013980.000000,717370000.000000,814780452.777778,54
20150427,6,5,5,2,30,18,27,1103484010.000000,694400020.000000,910224185.104167,66
20150428,6,4,4,4,70,19,30,1122328000.000000,756197020.000000,935476071.770833,67
20150429,6,4,5,2,40,17,22,1114387940.000000,727049990.000000,918558132.229965,86
20150430,6,5,5,4,20,15,26,1076114010.000000,698607970.000000,883747952.013889,50
20150501,6,4,4,4,10,16,25,742737000.000000,605120970.000000,664660044.097222,54
20150502,6,4,4,2,90,17,24,781247990.000000,570851010.000000,695135233.020833,45
20150503,6,5,5,4,30,16,23,909065980.000000,606864010.000000,778490665.714286,38
20150504,6,5,4,4,30,17,24,1097021000.000000,680364990.000000,891596388.750000,65
20150505,6,5,4,4,30,15,24,1101687990.000000,755426030.000000,925561138.013937,56
20150506,6,4,4,4,60,17,23,1120635990.000000,766385010.000000,939044954.201389,65
20150507,6,5,5,4,30,17,27,1137271970.000000,763419980.000000,946834265.729167,48
20150508,6,4,4,2,80,17,25,1151852050.000000,778830990.000000,957502726.458333,56
20150509,6,4,5,4,60,17,21,1099584960.000000,777293030.000000,923651927.526132,41
20150510,6,5,4,4,60,16,24,952666990.000000,759065980.000000,847652439.097222,56
20150511,6,4,5,2,90,18,21,1167238040.000000,722073000.000000,950173542.361111,85
20150512,6,5,5,2,10,14,27,1150380980.000000,788396970.000000,959009482.291667,90
20150513,6,6,5,4,20,17,31,1152713990.000000,765323970.000000,960054958.263889,76
20150514,6,4,4,4,70,22,27,1180495970.000000,796536010.000000,988235814.930556,59
20150515,6,4,4,4,90,20,25,1201332030.000000,816916990.000000,998577166.111111,53
20150516,6,5,5,4,40,17,24,1081030030.000000,792356990.000000,919149662.881944,55
20150517,6,5,4,4,60,16,25,944677980.000000,713648010.000000,835044255.729167,64
20150518,6,4,4,4,90,19,24,1182582030.000000,679245970.000000,857986221.527778,50
20150519,6,4,5,4,40,20,28,1134849980.000000,629966980.000000,892288095.868056,49
20150520,6,5,5,4,20,19,27,1147380980.000000,781257020.000000,948527999.513889,55
20150521,6,5,5,4,10,17,25,1129100950.000000,773611020.000000,937822149.326425,65
20141201,8,5,5,3,30,4,9,865030030.000000,380708010.000000,655644201.742160,76
20141202,8,5,5,4,10,2,9,926127010.000000,498463010.000000,724470322.055749,73
20141203,8,5,0,4,70,4,9,965551030.000000,511199010.000000,753728852.916667,77
20141204,8,5,5,2,10,2,7,1006002010.000000,502674010.000000,770606147.916667,73
20141205,8,5,5,4,10,1,7,993976990.000000,537499020.000000,771571925.590278,106
20141206,8,6,5,4,10,2,10,864343990.000000,535328980.000000,709582663.476563,109
20141207,8,4,5,4,40,5,13,721317990.000000,497420990.000000,613479861.585366,86
20141208,8,5,5,4,20,5,10,1345660030.000000,446553010.000000,764973278.987854,99
20141209,8,4,4,4,40,7,12,1357573000.000000,563156980.000000,808525328.699187,85
20141210,8,4,4,4,70,9,13,999731020.000000,558401000.000000,789919949.645669,88
20141211,8,4,4,2,40,6,9,1048885010.000000,563056030.000000,818181785.245902,79
20141212,8,5,6,2,10,2,8,1051004030.000000,576452030.000000,818766457.570850,92
20141213,8,6,6,4,10,1,7,911713990.000000,570570980.000000,759531082.469636,92
20141214,8,6,5,4,10,2,10,765934020.000000,547255980.000000,670534536.208333,67
20141215,8,4,4,2,40,5,13,1034151980.000000,486056000.000000,792152407.601626,106
20141216,8,5,5,3,10,2,5,1069298950.000000,577099980.000000,838872823.054393,137
20141217,8,5,5,2,20,0,6,1080516970.000000,595815000.000000,850521574.917355,151
20141218,8,5,4,4,20,1,9,1064093020.000000,591294010.000000,842217286.324786,113
20141219,8,4,5,4,60,6,11,1049561040.000000,584861020.000000,829981196.666667,108
20141220,8,5,5,2,10,4,9,893122990.000000,579291020.000000,751826847.956522,107
20141221,8,5,5,2,20,2,6,827169010.000000,538568970.000000,697044888.185841,156
20141222,8,5,5,4,10,0,7,1062666020.000000,515515010.000000,822285718.181818,108
20141223,8,5,5,4,20,3,12,1052027950.000000,594565980.000000,827797709.579439,98
20141224,8,6,5,4,10,5,12,1021252010.000000,569354000.000000,799095816.216216,79
20141225,8,5,4,4,30,5,9,1016596010.000000,565551030.000000,805647965.952381,88
20141226,8,5,5,4,30,5,10,1012586980.000000,572786990.000000,808730393.013100,80
20141227,8,5,5,4,20,6,11,892219970.000000,566025020.000000,747005514.297872,73
20141228,8,5,6,4,10,5,12,791356020.000000,535392030.000000,675211978.298611,68
20141229,8,5,5,4,10,5,13,967351010.000000,482597990.000000,732576163.224299,80
20141230,8,5,5,4,10,6,14,913104980.000000,511793000.000000,714529020.382775,73
20141231,8,5,5,3,10,4,11,886937990.000000,504715000.000000,691151058.088235,80
20150101,8,5,5,2,10,0,4,620489990.000000,437610990.000000,514335467.142857,95
20150102,8,5,5,4,10,-1,8,751728030.000000,375442990.000000,592328953.203883,94
20150103,8,5,5,4,20,3,10,846114990.000000,459109990.000000,665962684.187192,80
20150104,8,5,5,4,10,4,16,933658020.000000,491289000.000000,721600110.471698,100
20150105,8,4,4,4,60,9,19,921093990.000000,513814030.000000,731470663.578431,62
20150106,8,0,0,2,80,4,8,1032125980.000000,530271970.000000,807515444.615385,62
20150107,8,4,5,2,30,3,7,1065464970.000000,547953000.000000,795689008.326360,84
20150108,8,5,5,4,10,2,8,1055318970.000000,553033020.000000,819177235.373134,97
20150109,8,5,5,4,10,2,11,1046812010.000000,553166990.000000,804677164.902913,76
20150110,8,5,5,4,10,4,13,907888000.000000,544924990.000000,730762016.010101,62
20150111,8,5,5,4,10,4,14,745849980.000000,505959990.000000,631932493.165829,70
20150112,8,4,4,4,20,5,9,1000038020.000000,450110990.000000,763861496.864111,82
20150113,8,4,4,4,80,6,10,1035777950.000000,533643010.000000,801038104.166667,110
20150114,8,4,4,2,90,7,10,1049112060.000000,533955020.000000,803377859.722222,84
20150115,8,4,4,4,90,7,9,1135159060.000000,541830990.000000,807707244.861111,60
20150116,8,4,4,4,30,4,10,1040566040.000000,538559020.000000,802783440.763889,106
20150117,8,5,5,4,30,4,6,921445980.000000,527950010.000000,742951924.444444,99
20150118,8,5,5,4,30,3,10,776669980.000000,385142000.000000,652811312.048611,99
20150119,8,5,5,4,20,3,10,1016771000.000000,462657990.000000,761718101.215278,107
20150120,8,4,4,4,60,5,10,1040758060.000000,408467990.000000,788967740.902778,89
20150121,8,5,4,2,60,7,14,971216000.000000,529932010.000000,760671800.104167,92
20150122,8,4,5,2,40,4,8,1019987000.000000,525900020.000000,792114672.916667,79
20150123,8,5,5,4,10,2,10,1021612980.000000,542067020.000000,780788197.534722,87
20150124,8,5,4,2,30,6,15,854703000.000000,519872990.000000,688633279.618056,70
20150125,8,4,4,4,90,10,16,731205020.000000,469290990.000000,615536634.930556,71
20150126,8,4,4,2,70,7,11,983672970.000000,436303990.000000,739432322.951389,72
20150127,8,4,0,2,70,4,7,1042942990.000000,518619020.000000,816875055.833333,75
20150128,8,0,4,2,80,3,5,1104672000.000000,553461000.000000,843185777.430556,94
20150129,8,2,0,4,90,3,6,1112347050.000000,565330990.000000,852217933.194444,104
20150130,8,0,0,2,70,2,6,1118220950.000000,560844970.000000,850538821.319444,93
20150131,8,5,4,2,40,2,6,947739990.000000,555939030.000000,770823680.590278,97
20150201,8,4,4,4,60,3,7,835914000.000000,519737980.000000,701569160.104167,83
20150202,8,4,4,4,60,4,7,1065121950.000000,487672000.000000,800852575.000000,87
20150203,8,4,4,4,60,5,8,1056910030.000000,540255000.000000,810543149.444444,91
20150204,8,5,6,2,30,4,9,1021010010.000000,533534970.000000,789956373.438596,78
20150205,8,5,5,2,20,2,7,1019224980.000000,533948000.000000,793513619.340278,84
20150206,8,5,5,4,20,1,8,996070980.000000,534745970.000000,764181510.138889,74
20150207,8,5,5,4,30,3,11,846260990.000000,514760010.000000,683618874.305556,68
20150208,8,5,6,2,20,2,4,753455020.000000,468045010.000000,632440255.451389,71
20150209,8,5,5,4,10,-1,5,938469970.000000,465001010.000000,718602896.076389,78
20150210,8,5,5,4,10,0,10,891109010.000000,496403990.000000,695283424.236111,75
20150211,8,5,5,4,10,3,15,829301030.000000,476385990.000000,649267611.145833,53
20150212,8,5,5,4,10,6,13,766578000.000000,441056000.000000,603710844.201389,60
20150213,8,5,5,4,20,5,13,688408020.000000,410050990.000000,541355539.895833,64
20150214,8,5,4,2,60,6,17,532960020.000000,364755000.000000,442597562.048611,43
20150215,8,4,4,4,90,12,17,506424010.000000,302866000.000000,396382692.587413,53
20150216,8,4,5,2,40,12,16,454074010.000000,272733000.000000,360494027.951389,39
20150217,8,5,5,4,20,6,14,384019010.000000,247519000.000000,310487599.581882,42
20150218,8,5,5,2,20,5,12,317058010.000000,220063000.000000,260399700.555556,39
20150219,8,6,5,4,20,4,11,318146000.000000,189797000.000000,243116229.375000,33
20150220,8,4,4,2,80,5,12,337820010.000000,194032000.000000,264625190.729167,41
20150221,8,4,4,4,90,9,11,344241000.000000,195453990.000000,272245045.243056,28
20150222,8,4,4,4,70,7,9,371786990.000000,205683000.000000,293667218.576389,36
20150223,8,4,4,4,60,3,10,394337010.000000,227862000.000000,318798649.375000,48
20150224,8,4,4,4,80,6,11,428647000.000000,236505000.000000,343104600.520833,37
20150225,8,4,2,4,90,7,10,571637020.000000,261146000.000000,432057701.423611,53
20150226,8,4,4,2,60,8,11,659004030.000000,317691990.000000,502424534.444444,63
20150227,8,4,2,2,90,3,7,749017030.000000,359144990.000000,578812773.263889,55
20150228,8,4,4,2,90,4,7,795684020.000000,399440000.000000,611472210.069444,78
20150301,8,5,5,2,30,3,9,640838990.000000,394243010.000000,530865069.201389,64
20150302,8,5,4,4,60,3,12,822830020.000000,374890010.000000,615374901.215278,54
20150303,8,5,4,2,40,8,13,824916990.000000,420406010.000000,633707397.881944,45
20150304,8,4,0,4,60,3,7,951744020.000000,443284000.000000,684248824.722222,46
20150305,8,0,0,4,90,4,6,926367980.000000,471489990.000000,699942530.104167,52
20150306,8,4,4,4,60,4,9,919151000.000000,466715000.000000,698945794.444444,58
20150307,8,4,4,4,30,6,10,801690000.000000,467406010.000000,633059996.076389,96
20150308,8,4,4,4,60,7,11,668104000.000000,430728000.000000,560492271.215278,76
20150309,8,4,4,2,40,5,11,937693970.000000,391864990.000000,681120894.722222,70
20150310,8,5,5,2,20,2,7,966939030.000000,491564000.000000,731724643.263889,82
20150311,8,6,5,4,20,3,11,958643010.000000,501601990.000000,729355891.666667,57
20150312,8,5,5,4,20,5,16,911023990.000000,494458010.000000,703510827.361111,44
20150313,8,5,5,4,20,7,20,873036990.000000,490052000.000000,676436902.152778,62
20150314,8,5,4,4,80,10,15,788020020.000000,464536990.000000,635544904.270833,73
20150315,8,4,4,4,90,10,13,654080990.000000,437971010.000000,551799813.333333,57
20150316,8,4,4,4,60,11,15,887120000.000000,393583010.000000,653475608.090278,62
20150317,8,4,4,2,80,12,19,846455990.000000,466685000.000000,659235067.500000,103
20150318,8,4,4,4,80,15,21,894776980.000000,450725010.000000,659547333.680556,96
20150319,8,4,4,4,60,10,15,868534970.000000,457715000.000000,661161377.361111,85
20150320,8,4,4,4,90,10,14,906534000.000000,464075990.000000,676513256.493056,71
20150321,8,5,5,4,30,10,20,749947020.000000,449755000.000000,590320556.041667,49
20150322,8,5,5,4,20,12,20,606961980.000000,401825990.000000,504685914.791667,60
20150323,8,5,5,4,30,10,15,828822020.000000,364385010.000000,618920382.256944,64
20150324,8,6,5,4,20,9,15,853867000.000000,460910000.000000,661917254.305556,45
20150325,8,5,5,4,20,8,16,839380000.000000,467169010.000000,659101055.798611,70
20150326,8,5,4,2,70,9,17,837786990.000000,471274990.000000,659748160.173611,52
20150327,8,4,4,4,80,10,13,891851990.000000,463004000.000000,677060586.631944,54
20150328,8,5,6,4,30,9,20,756276980.000000,464271000.000000,602452529.548611,55
20150329,8,5,4,4,60,11,24,609702030.000000,414177000.000000,509465580.868056,89
20150330,8,4,4,2,90,14,17,854067990.000000,362725010.000000,627998472.881944,69
20150331,8,5,4,4,60,15,27,873718020.000000,442247010.000000,689588199.964029,72
20150401,8,5,4,4,60,18,26,837585020.000000,434394010.000000,648774359.062500,67
20150402,8,5,4,2,70,17,31,823984010.000000,450353000.000000,639065759.444444,92
20150403,8,4,4,4,60,14,16,822789000.000000,427131990.000000,623475344.668990,63
20150404,8,1,1,4,90,13,19,632452030.000000,388579990.000000,515013632.604167,54
20150405,8,1,1,4,90,14,16,435532010.000000,316454010.000000,367683906.597222,51
20150406,8,4,4,2,90,10,13,679203000.000000,267191010.000000,487226749.513889,50
20150407,8,4,4,2,80,7,10,902124020.000000,378162990.000000,649727775.818815,59
20150408,8,5,5,4,20,5,13,885742980.000000,471715000.000000,674915667.291667,62
20150409,8,5,4,4,60,7,14,890263000.000000,483543000.000000,686652954.479167,65
20150410,8,5,5,4,30,10,17,862237000.000000,480475010.000000,672090891.076389,56
20150411,8,6,5,4,10,9,18,782091000.000000,473547000.000000,617757738.298611,66
20150412,8,5,4,4,60,12,20,662947020.000000,434467010.000000,538494358.368056,46
20150413,8,4,4,3,60,10,14,843856020.000000,392659000.000000,640411670.763889,83
20150414,8,4,5,3,90,8,14,940981990.000000,472659000.000000,693912927.317073,79
20150415,8,6,5,2,20,11,23,900635990.000000,477135010.000000,682078620.940767,89
20150416,8,4,4,4,60,16,23,911859990.000000,482031010.000000,690817822.569444,56
20150417,8,5,4,2,30,12,20,875888000.000000,473791990.000000,674361572.986111,109
20150418,8,4,4,4,70,16,26,829531010.000000,470565000.000000,636749038.125000,55
20150419,8,4,1,4,90,18,25,671010990.000000,415907990.000000,539022807.700348,47
20150420,8,4,4,2,60,12,16,907854980.000000,373603000.000000,658905574.444444,50
20150421,8,5,5,4,10,10,20,881148990.000000,477392000.000000,682676368.541667,58
20150422,8,5,5,4,10,11,25,902575010.000000,466786010.000000,677558988.576389,83
20150423,8,5,5,4,10,14,25,888431030.000000,461036990.000000,673524914.270833,50
20150424,8,5,5,4,20,16,23,875146000.000000,456916990.000000,668892395.729167,69
20150425,8,5,5,4,10,14,26,818989010.000000,460041990.000000,627245513.159722,63
20150426,8,5,5,4,10,17,27,699317020.000000,424674990.000000,545236619.027778,51
20150427,8,5,5,2,30,18,27,875810000.000000,376526000.000000,641941852.465278,53
20150428,8,4,4,4,70,19,30,897737000.000000,454649990.000000,693543736.388889,73
20150429,8,4,5,2,40,17,22,901552980.000000,507448000.000000,676541168.292683,96
20150430,8,5,5,4,20,15,26,803637020.000000,399622990.000000,588915236.284722,70
20150501,8,4,4,4,10,16,25,416363010.000000,276731990.000000,337094430.277778,46
20150502,8,4,4,2,90,17,24,491342990.000000,220944000.000000,370855274.166667,59
20150503,8,5,5,4,30,16,23,601797970.000000,279411010.000000,451707855.818815,45
20150504,8,5,4,4,30,17,24,797468020.000000,341597990.000000,575664496.388889,40
20150505,8,5,4,4,30,15,24,803565980.000000,421230990.000000,612658004.668990,54
20150506,8,4,4,4,60,17,23,831052980.000000,423099000.000000,628770477.881944,61
20150507,8,5,5,4,30,17,27,842245970.000000,441036010.000000,640148137.118056,69
20150508,8,4,4,2,80,17,25,824492980.000000,439239010.000000,634576104.305556,62
20150509,8,4,5,4,60,17,21,815163020.000000,434808990.000000,622907032.125436,32
20150510,8,5,4,4,60,16,24,644367000.000000,419144990.000000,523685608.333333,47
20150511,8,4,5,2,90,18,21,865172970.000000,365402010.000000,616989493.125000,63
20150512,8,5,5,2,10,14,27,864955990.000000,444268010.000000,646374638.784722,58
20150513,8,6,5,4,20,17,31,892445980.000000,463144990.000000,676728346.597222,45
20150514,8,4,4,4,70,22,27,954544980.000000,485170990.000000,713209764.826389,70
20150515,8,4,4,4,90,20,25,970927000.000000,493320010.000000,708124744.861111,84
20150516,8,5,5,4,40,17,24,829161990.000000,461562010.000000,621145278.680556,60
20150517,8,5,4,4,60,16,25,676392030.000000,413627990.000000,528026583.819444,66
20150518,8,4,4,4,90,19,24,901844970.000000,368821010.000000,649230494.444444,50
20150519,8,4,5,4,40,20,28,922914000.000000,465170990.000000,691604292.569444,51
20150520,8,5,5,4,20,19,27,890034000.000000,479325990.000000,676736913.159722,50
20150521,8,5,5,4,10,17,25,870177980.000000,474550990.000000,657785103.782383,54
20141201,9,5,5,3,30,4,9,1289514040.000000,620539000.000000,1023014110.174216,94
20141202,9,5,5,4,10,2,9,1404801030.000000,796216980.000000,1129554184.285714,110
20141203,9,5,0,4,70,4,9,1440511960.000000,822594970.000000,1170494549.409722,129
20141204,9,5,5,2,10,2,7,1513693970.000000,856932010.000000,1214174991.666667,128
20141205,9,5,5,4,10,1,7,1514793950.000000,867018010.000000,1217255222.569444,128
20141206,9,6,5,4,10,2,10,1332569950.000000,875434020.000000,1128489542.773438,135
20141207,9,4,5,4,40,5,13,1190146000.000000,802901980.000000,1000731742.682927,136
20141208,9,5,5,4,20,5,10,1480277950.000000,730304020.000000,1164868819.433198,126
20141209,9,4,4,4,40,7,12,1488395020.000000,861297000.000000,1203236134.308943,79
20141210,9,4,4,4,70,9,13,1463376950.000000,845715030.000000,1187759655.944882,103
20141211,9,4,4,2,40,6,9,1558260010.000000,866495970.000000,1242264219.754098,102
20141212,9,5,6,2,10,2,8,1565163940.000000,890815980.000000,1252454138.218623,97
20141213,9,6,6,4,10,1,7,1369520020.000000,890955990.000000,1159342311.012146,160
20141214,9,6,5,4,10,2,10,1245897950.000000,814903020.000000,1029493447.375000,133
20141215,9,4,4,2,40,5,13,1551691040.000000,752573000.000000,1217021363.943089,125
20141216,9,5,5,3,10,2,5,1637672000.000000,874065000.000000,1291262076.527197,169
20141217,9,5,5,2,20,0,6,1620057980.000000,918976010.000000,1314220322.644628,201
20141218,9,5,4,4,20,1,9,1629717040.000000,923060000.000000,1305161758.632479,148
20141219,9,4,5,4,60,6,11,1552962040.000000,900896000.000000,1271459235.921053,162
20141220,9,5,5,2,10,4,9,1415729980.000000,901896000.000000,1178156531.434783,118
20141221,9,5,5,2,20,2,6,1364433960.000000,851607970.000000,1100777797.079646,173
20141222,9,5,5,4,10,0,7,1610644040.000000,814945010.000000,1276384742.727273,167
20141223,9,5,5,4,20,3,12,1586592040.000000,910466980.000000,1264862711.261682,163
20141224,9,6,5,4,10,5,12,1528421020.000000,887093990.000000,1226979241.126126,131
20141225,9,5,4,4,30,5,9,1525029050.000000,882851010.000000,1231150339.380952,123
20141226,9,5,5,4,30,5,10,1531983030.000000,882682980.000000,1233743278.384279,124
20141227,9,5,5,4,20,6,11,1354157960.000000,856211000.000000,1130481299.531915,106
20141228,9,5,6,4,10,5,12,1247384030.000000,805409000.000000,1037650659.340278,114
20141229,9,5,5,4,10,5,13,1460858030.000000,759541990.000000,1138282107.009346,106
20141230,9,5,5,4,10,6,14,1407873050.000000,825104000.000000,1123215143.492823,98
20141231,9,5,5,3,10,4,11,1377552980.000000,779054020.000000,1074678254.705882,96
20150101,9,5,5,2,10,0,4,1028203000.000000,664458010.000000,824046350.138249,120
20150102,9,5,5,4,10,-1,8,1193333010.000000,602583980.000000,907341117.184466,75
20150103,9,5,5,4,20,3,10,1285417970.000000,696072020.000000,1012701625.714286,101
20150104,9,5,5,4,10,4,16,1417774050.000000,745718020.000000,1115967711.603774,85
20150105,9,4,4,4,60,9,19,1411599000.000000,819474980.000000,1137484609.362745,78
20150106,9,0,0,2,80,4,8,1604021000.000000,806049990.000000,1248982078.951049,115
20150107,9,4,5,2,30,3,7,1612365970.000000,890187010.000000,1248006105.606695,109
20150108,9,5,5,4,10,2,8,1583876950.000000,909815000.000000,1280269627.313433,98
20150109,9,5,5,4,10,2,11,1584490970.000000,907114010.000000,1261987651.407767,79
20150110,9,5,5,4,10,4,13,1459051030.000000,897487980.000000,1177838772.272727,107
20150111,9,5,5,4,10,4,14,1245119020.000000,839189030.000000,1039690053.065327,101
20150112,9,4,4,4,20,5,9,1581050050.000000,779797970.000000,1215870733.902439,132
20150113,9,4,4,4,80,6,10,1576858030.000000,850997990.000000,1244722120.104167,216
20150114,9,4,4,2,90,7,10,1611360960.000000,836885990.000000,1255204576.284722,155
20150115,9,4,4,4,90,7,9,1588696040.000000,872708010.000000,1255649453.229167,121
20150116,9,4,4,4,30,4,10,1575359010.000000,870914980.000000,1249242321.180556,182
20150117,9,5,5,4,30,4,6,1420787960.000000,872791020.000000,1173142000.451389,201
20150118,9,5,5,4,30,3,10,1258811040.000000,827278990.000000,1049911364.340278,162
20150119,9,5,5,4,20,3,10,1565379030.000000,764068970.000000,1189513724.618056,147
20150120,9,4,4,4,60,5,10,1573608030.000000,880979000.000000,1237230007.847222,115
20150121,9,5,4,2,60,7,14,1477734010.000000,850249020.000000,1184542446.597222,104
20150122,9,4,5,2,40,4,8,1572222050.000000,869570010.000000,1243881914.513889,109
20150123,9,5,5,4,10,2,10,1561357060.000000,890206970.000000,1223722903.819444,83
20150124,9,5,4,2,30,6,15,1332718990.000000,850007020.000000,1093740926.666667,90
20150125,9,4,4,4,90,10,16,1183745000.000000,759987000.000000,984668385.590278,95
20150126,9,4,4,2,70,7,11,1497828000.000000,718786010.000000,1147431101.076389,82
20150127,9,4,0,2,70,4,7,1571250980.000000,857593020.000000,1251623664.756944,110
20150128,9,0,4,2,80,3,5,1636817020.000000,888062990.000000,1283609194.687500,99
20150129,9,2,0,4,90,3,6,1667853030.000000,890973020.000000,1301955010.173611,117
20150130,9,0,0,2,70,2,6,1653560060.000000,905286990.000000,1297509403.125000,138
20150131,9,5,4,2,40,2,6,1413047970.000000,889755980.000000,1174067581.562500,132
20150201,9,4,4,4,60,3,7,1291863040.000000,814718990.000000,1083474271.909722,131
20150202,9,4,4,4,60,4,7,1604685060.000000,773741030.000000,1231855541.909722,129
20150203,9,4,4,4,60,5,8,1591995970.000000,869633970.000000,1260302829.201389,101
20150204,9,5,6,2,30,4,9,1546678960.000000,869690980.000000,1232363569.087719,104
20150205,9,5,5,2,20,2,7,1561077030.000000,880322020.000000,1234797497.847222,101
